,title,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
,"
                            Etobicoke -  Between Kipling and Bloor - Studio
                        ","7 Summerland Terrace, Etobicoke, ON, M9A 0B6",Apartment,1735,1,1,43.6435388,-79.531935,0,1,0,1,0,0,1,388,0,1,74,97,52,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/QPIAAOSwrWZe4XBI/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/1isAAOSwfPFe4XBF/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/McsAAOSwc65e4XBI/$_2.JPG
,"
                            Etobicoke - Between Kipling and Bloor - 1 Bedroom
                        ","11 Dunbloor Road, Etobicoke, ON, M9A 0B2",Apartment,2195,1,1,43.643666,-79.5328557,0,1,0,1,0,0,1,590,0,1,77,96,58,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/yOMAAOSw-gBe4XA9/$_27.JPG,https://i.ebayimg.com/00/s/NjRYNjQ=/z/5JYAAOSwOzpe4XA5/$_2.JPG,https://i.ebayimg.com/00/s/NjRYNjQ=/z/NxcAAOSw2uhe4XA5/$_2.JPG
,"
                            Newly Renovated 1 Bedroom at Yonge and Sheppard - Prelude
                        ","151, North York, ON, M2N 7C4",Apartment,2000,1,1,43.7651119,-79.4135465,0,0,1,1,1,0,1,490,0,1,93,89,53,https://i.ebayimg.com/00/s/MTkxWDMwMA==/z/cNQAAOSwIy1e4V31/$_27.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/tbUAAOSwXbhe4V32/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/4v8AAOSwdeNe4V31/$_2.JPG
,"
                            Etobicoke - Between Kipling and Bloor - 1 Bedroom
                        ","3 Summerland Terrace, Etobicoke, ON, M9A 0B4",Apartment,1975,1,1,43.6431922,-79.5321985,0,1,0,1,0,0,1,596,0,1,75,97,52,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/SVMAAOSwf3pe4XA2/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/j38AAOSwG0Fe4XA1/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/8noAAOSwDQxe4XA2/$_2.JPG
,"
                            Corktown, Between King & Queen – Studio,  371 SF
                        ","132 Berkeley St, Toronto, ON, M5A 0H6",Apartment,1675,1,1,43.6547286,-79.3659454,0,0,0,1,0,0,1,371,0,1,93,94,99,https://i.ebayimg.com/00/s/NzEzWDEwMjQ=/z/o6QAAOSwVSte4WQ7/$_27.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/Vh8AAOSwE25e4WQ8/$_2.JPG,https://i.ebayimg.com/00/s/NDI1WDY1MA==/z/Pf8AAOSwvQJe4WQ6/$_2.JPG
,"
                            Bay Street-Dundas Street – Studio – 1 BR – 565 SF
                        ","570 Bay Street, Toronto, ON, M5G 0B2",Apartment,2245,1,1,43.6552908,-79.3839713,0,0,0,1,0,0,1,565,0,1,99,98,75,https://i.ebayimg.com/00/s/OTUxWDc2OA==/z/w9AAAOSwsnpe4W9D/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/4egAAOSwkcVe4W9D/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/9yoAAOSw40Ve4W9C/$_2.JPG
,"
                            Bay Street-Dundas Street – Studio – 401 SF
                        ","570 Bay Street, Toronto, ON, M5G 0B2",Apartment,1995,1,1,43.6552908,-79.3839713,0,0,0,1,0,0,1,401,0,1,99,98,75,https://i.ebayimg.com/00/s/OTUxWDc2OA==/z/I94AAOSwcp9e4W8~/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/mhEAAOSw6xxe4W8~/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDEwMjQ=/z/H1kAAOSwXmpe4W8-/$_2.JPG
,"
                            Church Street-Shuter Street – Studio – 445 SF
                        ","167 Church Street, Toronto, ON, M5B 1Y6",Apartment,1800,1,1,43.6543938,-79.3759018,0,0,0,0,0,0,1,600,0,1,97,99,97,https://i.ebayimg.com/00/s/MTAyNFg3Mjk=/z/BeMAAOSwfEVe4UH6/$_27.JPG,https://i.ebayimg.com/00/s/NjgzWDEwMjQ=/z/SDsAAOSwvppe4UH6/$_2.JPG,https://i.ebayimg.com/00/s/NTc1WDEwMjQ=/z/LNYAAOSw6Ode4UH6/$_2.JPG
,"
                            Downtown Toronto Rental Apartment– 1 BR –540 SF
                        ","167 Church Street, Toronto, ON, M5B 1Y6",Apartment,2025,1,1,43.6543938,-79.3759018,0,0,0,1,0,0,1,540,0,1,97,99,97,https://i.ebayimg.com/00/s/MTAyNFg3Mjk=/z/WvgAAOSwvppe4Vyr/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/p5MAAOSwZlhe4Vy2/$_2.JPG,https://i.ebayimg.com/00/s/NzUwWDEwMDA=/z/55wAAOSwSjle4Vyr/$_2.JPG
,"
                            Amazing 1 Bedroom apt for rent! $1779 in midtown!
                        ","45 Lorindale Avenue, m5m3c3, Toronto, ON",Apartment,1779,1,1,43.7262601,-79.4036115,0,1,1,1,0,0,0,700,0,0,84,81,60,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/sbkAAOSwfsNfCHMI/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/lSkAAOSwsktfCHMA/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Uc8AAOSwHeRfCHME/$_2.JPG
,"
                            Renovated Basement Apartment 
                        ","M6B 2B2, Canada",Basement,1500,1,1,43.707102,-79.4550943,1,1,1,1,1,1,0,1000,1,1,67,76,56,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/4DgAAOSweblfCG~B/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/qD8AAOSwUftfCG~W/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/xScAAOSwPT1fCG~Y/$_2.JPG
,"
                            1 BEDROOM APARTMENT FOR RENT AT WESTON AND LAWRENCE
                        ","80 Clouston Ave, York, ON M9N 1A7, Canada",Apartment,1400,1,1,43.6945313,-79.5084811,1,1,1,1,0,0,0,465,0,1,49,78,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/X9oAAOSwtnJfCG4W/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/poIAAOSwFnVfCG4Z/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Du4AAOSwSmxfCG4R/$_2.JPG
,"
                            Bright Big Bachelor Apt (Sheppard & Bathurst)
                        ","Sheppard Ave W, North York, ON M3H 2S5, Canada",Apartment,1100,1,1,43.7548218,-79.4425267,1,1,1,1,0,0,0,280,0,1,52,59,54,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/EUUAAOSwSEJfCG4U/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/c-sAAOSwIRhfCG4X/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/bEAAAOSw97RfCG4a/$_2.JPG
,"
                            Open-concept loft apartment, Keele and Rogers Rd
                        ","25 Nashville Ave, York, ON M6M 1J2, Canada",Apartment,1395,1,1,43.682584,-79.4755282,0,1,1,1,0,1,0,700,0,0,68,72,59,https://i.ebayimg.com/00/s/NTIzWDgwMA==/z/3FAAAOSwR2Ve~UHe/$_27.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/K7YAAOSwRH1e~UHO/$_2.JPG,https://i.ebayimg.com/00/s/Mzc5WDgwMA==/z/bWUAAOSwfmNe~UHQ/$_2.JPG
,"
                            Apartment For Rent 
                        ","M3H2Y2, Canada",Basement,1400,1,1,43.747089,-79.4487649,1,1,1,1,1,0,0,800,1,1,12,73,38,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/pLkAAOSwXtZfCG4U/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/1igAAOSwfHJfCG4X/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/UocAAOSwSmxfCG4Z/$_2.JPG
,"
                            Main Floor Bachelor with High Ceilings in Cabbagetown - Aug/Sept
                        ","292 Gerrard St East, M5A2G4, Toronto, ON",Apartment,1190,1,1,43.6624245,-79.3675357,1,1,1,1,1,0,0,250,1,1,92,88,10,http://img.youtube.com/vi/u5FisbDE494/0.jpg,https://i.ebayimg.com/00/s/ODAwWDQ5Mg==/z/0m0AAOSwK0lfCGWF/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lGoAAOSwXsJfCGZr/$_2.JPG
,"
                            Quiet, bachelor basement apartment newly updated /all inclusive
                        ",", Toronto M1T1H8 ON, Canada",Basement,1150,1,1,43.7793847,-79.3196212,1,1,1,1,0,1,0,1,0,1,54,65,48,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/CPUAAOSwYz5fCGcU/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/dpYAAOSwxPVfCGce/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/LzEAAOSwQCBfCGcZ/$_2.JPG
,"
                            1 BR Apartment in a House, 3rd Floor in the Annex $1950 All Incl
                        ","676 Huron St, Toronto, ON M5R 2R9, Canada",Apartment,1950,1,2,43.6750134,-79.4047839,1,1,1,0,1,0,0,550,0,0,92,91,95,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/zOkAAOSwEDde96QL/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/SwAAAOSw8Xpe96P1/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/I04AAOSwdD5e96P3/$_2.JPG
,"
                            Montgomery Mills - 50 Cordova Ave. - 1 Bedroom Apartment for...
                        ","50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1650,1,1,43.6471185,-79.5260936,0,1,1,1,1,0,1,682,0,1,85,99,82,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/vFsAAOSwSTFe4ZpK/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/JwEAAOSwYoFe4ZpK/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/Z~AAAOSwXYZe4ZpK/$_2.JPG
,"
                            Upgraded Bachelor For Rent w/ In-Suite Laundry - Liberty Village
                        ","200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1719,1,1,43.6363313,-79.4263436,0,1,1,1,1,0,1,370,0,0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/slYAAOSwqhtfANoj/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/pKwAAOSwq1tfANoj/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/6jgAAOSwpABfANoj/$_2.JPG
,"
                            One bedroom apartment $1795 all incl. available August 1
                        ","1291 Bayview Ave, East York, ON M4G 2Z9, Canada",Apartment,1795,1,1,43.6976314,-79.3715027,1,1,1,1,0,0,0,600,0,0,71,55,72,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YQkAAOSwVrxe97kl/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CS8AAOSwjWRe97lC/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/HM8AAOSw4rte97lG/$_2.JPG
,"
                            Montgomery Mills - 50 Cordova Ave. - Jr 1 Bedroom Apartment...
                        ","50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1550,1,1,43.6471185,-79.5260936,0,1,1,1,1,0,1,584,0,1,85,99,82,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/EC4AAOSwS4he4ZpI/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/eEgAAOSw2eNe4ZpI/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/8awAAOSwAX9e4ZpI/$_2.JPG
,"
                            -= Available Now! Renovated 1 bedroom apartment with parking =-
                        ",", Toronto M1K 3L4 ON, Canada",Apartment,1450,1,1,43.7250577,-79.2551582,0,1,0,1,1,1,0,800,0,0,35,84,50,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/NSUAAOSwgD9fCbe~/$_27.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/UtkAAOSwhMxfCbfD/$_2.JPG,https://i.ebayimg.com/00/s/NTk4WDgwMA==/z/Rk8AAOSw3INfCbfG/$_2.JPG
,"
                            Montgomery Mills - 50 Cordova Ave. - 2 Bedroom Apartment for...
                        ","50 Cordova Avenue, Etobicoke, ON, M9A 4X6",Apartment,1750,1,15,43.6471185,-79.5260936,0,1,1,1,1,0,1,997,0,1,85,99,82,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/9-AAAOSwoeVe4ZpL/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/i4AAAOSwK4pe4ZpK/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/7MQAAOSwoAFe4ZpL/$_2.JPG
,"
                            West End 1 Bedroom Apartment for Rent
                        ","1219 Harwood St, Vancouver, BC V6E 1S3, Canada",Apartment,1850,1,1,49.2807328,-123.1357547,0,0,1,1,1,0,0,550,0,0,88,88,54,https://i.ebayimg.com/00/s/NjU3WDgwMA==/z/haEAAOSwKSRfB0eK/$_27.JPG,https://i.ebayimg.com/00/s/NDgxWDgwMA==/z/jy0AAOSwfDxfB0eN/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/Yl4AAOSwn0dfB0eQ/$_2.JPG
,"
                            Beautiful 1 Bdrm+Bath Apt - Danforth/Playter Estates
                        ","49 Fulton Ave, Toronto, ON M4K 1X6, Canada",Apartment,1795,1,1,43.6821965,-79.3551591,1,1,1,0,1,1,0,900,0,0,86,95,87,https://i.ebayimg.com/00/s/ODAwWDU0MQ==/z/oQgAAOSwlVBfB7mS/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/jGAAAOSwol9fB7mh/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/rlAAAOSwv2JfB7mp/$_2.JPG
,"
                            1 bedroom apt for rent - Queensway & Windermere - Lake view
                        ","105 The Queensway, Toronto, ON M6S 5B5, Canada",Apartment,1750,1,1,43.6360574,-79.470781,0,1,1,1,1,0,1,485,0,1,47,63,90,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/n1AAAOSwuEhfB7VU/$_27.JPG,https://i.ebayimg.com/00/s/NTUyWDgwMA==/z/x4QAAOSwD6lfB7XW/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cykAAOSwqbBfB7Va/$_2.JPG
,"
                            ONE BED BSMT NEW APARTMENT BATH/WILSON near suway ttc NORTH YORK
                        ","Carmichael Ave, North York, ON M5M 2X5, Canada",Apartment,1300,1,1,43.735073,-79.4318324,0,0,0,1,0,0,0,320,0,1,67,71,54,http://img.youtube.com/vi/ZUJXK0v-QJM/0.jpg,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/WpMAAOSw3TJeujsx/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/tZwAAOSwB6Reujs6/$_2.JPG
,"
                            1 BR apartment for rent Best Transit, Village and Park Location
                        ","High Park, 1873 Bloor St W, Toronto, ON M6R 2Z3, Canada",Apartment,1600,1,1,43.6465479,-79.4636903,0,0,1,0,0,0,0,450,0,1,32,83,70,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/vNoAAOSwSJFfB7AV/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/ZFUAAOSwFIpfB7BV/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/oDgAAOSwgXlfB7BX/$_2.JPG
,"
                            $1400 / 1br - Luxury, Just Renovated ,Furnished 1-bdr. apt. ( wa
                        ","Osler St, Toronto, ON M6P 4A2, Canada",Apartment,1400,1,1,43.6665168,-79.4575836,1,1,1,1,0,1,0,500,1,1,68,74,75,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/tHMAAOSwJNxfB6Qf/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/EUYAAOSwUy9fB6QZ/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/it0AAOSwDstfB6Pm/$_2.JPG
,"
                            1 bedroom in shared 3 bedroom apartment in the Junction!
                        ",", The Junction M6P1N2 ON, Canada",Apartment,670,1,1,43.6641989,-79.4599289,1,1,1,0,0,0,0,300,0,1,82,90,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/83cAAOSwDO9fB55p/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/N~AAAOSwtoNfB55Y/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/PBkAAOSwa09fB55i/$_2.JPG
,"
                            Studio Condo apartment in Toronto
                        ","478 King St W, Toronto, ON M5V 0A8, Canada",Apartment,1800,1,1,43.6454752,-79.3961045,1,1,1,1,1,0,1,550,1,1,98,10,98,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/FKQAAOSwwTtfB53S/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/4d4AAOSwl3tfB53W/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-UMAAOSwoTBfB53Z/$_2.JPG
,"
                            GORGEOUS, MODERN 1 BEDROOM APARTMENT (Warden Ave & Danforth Rd)
                        ",", Toronto M1L0G2 ON, Canada",Apartment,1650,1,1,43.7007321,-79.2734801,0,0,0,1,0,0,0,550,0,1,31,76,50,https://i.ebayimg.com/00/s/MzAyWDQ1NA==/z/FxUAAOSwUl9fB51z/$_27.JPG,https://i.ebayimg.com/00/s/MzE4WDQ4MA==/z/IB8AAOSwnyFfB511/$_2.JPG,https://i.ebayimg.com/00/s/NDUwWDgwMA==/z/erwAAOSwqZpfB514/$_2.JPG
,"
                            downtown bachelor apartment 565 sherbourne st
                        ","565 Sherbourne St, Toronto, ON M4X 1W7, Canada",Apartment,1468,1,1,43.6701586,-79.3756379,0,1,1,1,1,1,1,700,0,0,90,89,99,https://i.ebayimg.com/00/s/Njk0WDgwMA==/z/TNkAAOSwHeRfBhpY/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/6V4AAOSwD7hfBhpb/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/2yYAAOSwm91fBhpf/$_2.JPG
,"
                            1 bedroom LOFT Apart!  In Forest Hill
                        ","1786 Bathurst St, Toronto, ON M5P, Canada",Apartment,1595,1,1,43.6958798,-79.4244594,0,0,1,1,1,0,0,850,0,1,61,78,74,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/gPwAAOSw0Yxe7jNx/$_27.JPG,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/GFIAAOSwk-Ne7jN7/$_2.JPG,https://i.ebayimg.com/00/s/MzYwWDQ4MA==/z/rJEAAOSwhk5e7jOC/$_2.JPG
,"
                            ☼HUGE 1 Bdrm + Storefront Studio☼
                        ","Augusta Ave, Toronto, ON M5T 2L4, Canada",Apartment,1950,1,1.5,43.6544984,-79.4020059,0,0,0,0,0,0,0,1300,0,0,91,92,69,https://i.ebayimg.com/00/s/MjYzWDM1MA==/z/x~sAAOSwbu1fB40b/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/FN8AAOSwiKRfB40n/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/cl0AAOSwmHRfB404/$_2.JPG
,"
                            Loft bachelor for sublet 
                        ","M5A1S3, Canada",Apartment,1395,1,1,43.6549368,-79.3686431,1,1,1,1,0,0,0,300,0,1,90,95,99,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/VmsAAOSwHE1fB4qI/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/L7wAAOSwwt1fB4qJ/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/dbcAAOSw2NVfB5vQ/$_2.JPG
,"
                            Unique One Bedroom in Roncesvalles/High Park Estate House
                        ","26 High Park Gardens, Toronto, ON M6R 1S9, Canada",Apartment,2600,1,1,43.6490926,-79.45706,1,1,1,1,1,0,0,1200,0,0,65,93,78,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/3KYAAOSwQ8BfB4jc/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/v5QAAOSwzTtfB4jg/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/ZesAAOSwGgZfB4jk/$_2.JPG
,"
                            Fully Renovated 1-Bdrm Basement Suite in East York!
                        ","207 Gamble Ave, East York, ON M4J 2P4, Canada",Apartment,1295,1,1,43.6910533,-79.345024,0,1,0,0,0,0,0,700,0,1,71,72,81,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/YloAAOSwD7VfB3on/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/15IAAOSw6khfB3op/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/zMEAAOSw1u9fB3or/$_2.JPG
,"
                            1 BEDROOM APARTMENT FOR RENT AT WESTON AND LAWRENCE
                        ","80 Clouston Ave, York, ON M9N 1A7, Canada",Apartment,1400,1,1,43.6945313,-79.5084811,1,1,1,0,0,0,0,465,0,1,49,78,58,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/fJkAAOSwQyBfB4eJ/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-84AAOSwV85fB4eO/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/lqYAAOSwHslfB4fQ/$_2.JPG
,"
                            BOTH LONG/SHORT TERM UNIT AVAILABLE
                        ","344 Weston Rd, York, ON M6N 3P8, Canada",Apartment,1450,1,1,43.6794632,-79.4748282,1,1,1,1,1,1,0,900,1,1,61,74,64,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/JvYAAOSwa09fB3u8/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/84UAAOSwZxNfB3vy/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDgwMA==/z/2bUAAOSwl-VfB3w-/$_2.JPG
,"
                            Cozy Studio Apartment - ALL UTILITIES INCLUDED 
                        ","494 Runnymede Rd, Toronto, ON M6S 2Z5, Canada",Apartment,900,1,1,43.6595761,-79.480103,1,1,1,1,0,1,0,350,0,0,67,78,91,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/1dUAAOSwjAJfB31a/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/g9QAAOSwJs5fB31c/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/RqAAAOSwHYFfB31d/$_2.JPG
,"
                            1 Br Cabbagetown
                        ",", Toronto M4X1A8 ON",Apartment,1695,1,1,43.6659575,-79.3675873,1,1,1,1,0,0,0,500,0,1,87,87,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GrkAAOSwCcJfB3k9/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/VQoAAOSwDHNfB3l0/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/boQAAOSw0itfB3l6/$_2.JPG
,"
                            Upgraded Jr. 1 Bed For Rent w/ In-Suite Laundry-Liberty Village
                        ","200 Dufferin Street, Toronto, ON, M6K 1Z4",Apartment,1619,1,1,43.6363313,-79.4263436,0,1,1,1,1,0,1,470,0,0,79,90,78,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/MA0AAOSwk25fB3He/$_27.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/zb4AAOSwZm1fB3Hd/$_2.JPG,https://i.ebayimg.com/00/s/MzQwWDUwOQ==/z/jBcAAOSwcT1fB3He/$_2.JPG
,"
                            Large 1 Bedroom - Downtown - Renovated - On-site Gym!
                        ","392 Sherbourne Street, Toronto, ON, M4X 1K3",Apartment,1609,1,1,43.6637115,-79.3732778,0,1,1,1,1,0,1,468,0,0,93,87,10,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/bHMAAOSwgw9fB3HQ/$_27.JPG,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/MucAAOSwyKBfB3HQ/$_2.JPG,https://i.ebayimg.com/00/s/Mjk5WDQ0OA==/z/0hUAAOSwbkxfB3HQ/$_2.JPG
,"
                            The Ellington - 1 Bedroom Apartment for Rent
                        ","7 Carlton Street, Toronto, ON, M5B 2M3",Apartment,2150,1,1,43.6610563,-79.3826698,1,1,1,1,0,0,1,750,0,1,99,95,93,https://i.ebayimg.com/00/s/NzI2WDk2OA==/z/YI4AAOSwHWJe4XIa/$_27.JPG,https://i.ebayimg.com/00/s/MjU2WDM0MQ==/z/jswAAOSwHcxe4XIY/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/DzQAAOSwSiVe4XIY/$_2.JPG
,"
                            169 St George - Studio Apartment for Rent
                        ","169 St. George Street, Toronto, ON, M5R 2M2",Apartment,1640,1,1,43.6708741,-79.400709,0,1,1,1,1,0,0,500,0,0,88,98,75,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/i~oAAOSwyKBfBcu~/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/hkwAAOSwkjlfBcu~/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/BpUAAOSwcT1fBcu~/$_2.JPG
,"
                            149 St George - 1 Bedroom Apartment for Rent
                        ","149 St. George, Toronto, ON, M5R 2L9",Apartment,1900,1,1,43.6533809,-79.3716164,0,1,1,1,1,0,0,616,0,0,96,10,98,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2iAAAOSw60hfBDvE/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/gU8AAOSw8~ZfBDvE/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/glMAAOSwPfxfBDvE/$_2.JPG
,"
                            Skyliner - Studio Apartment for Rent
                        ","224 St. George Street, Toronto, ON, M5R 2N9",Apartment,1545,1,1,43.6714339,-79.4019404,0,1,1,1,0,0,0,500,0,0,85,98,10,https://i.ebayimg.com/00/s/NzY4WDExNTY=/z/WSMAAOSw6ahe-wEv/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTY=/z/w88AAOSw11Je-wEv/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTY=/z/6hQAAOSwRkhe-wEu/$_2.JPG
,"
                            Skyliner - 1 Bedroom Apartment for Rent
                        ","224 St. George Street, Toronto, ON, M5R 2N9",Apartment,1840,1,1,43.6714339,-79.4019404,0,1,1,1,0,0,0,590,0,0,85,98,10,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/mjUAAOSwGC9fCGLn/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/EmIAAOSwGQlfCGLn/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTU=/z/4RQAAOSw8txfCGLn/$_2.JPG
