title,ad_url,address,unit_type,Price,Bedrooms,Bathrooms,Lat,Lon,Hydro Inc.,Heat Inc.,Water Inc.,Laundry Inc.,Yard Inc.,Parking Inc.,Gym Inc.,SQFT,Furnished,Air Conditioning,Walk Score,Transit Score,Bike Score,img_1,"img_2""",img_3
"
                            Renovated 2 bedroom apartment College and Dovercourt
                        ",#N/A,", COLLEGE AND DOVERCOURT M6J2E1 ON, Canada",Apartment,1850,2,1,43.6536062,-79.4263898,1,1,1,1,1,0,0,650,0,1,89,81,60,https://i.ebayimg.com/00/s/NTMxWDgwMA==/z/f0IAAOSw0uxfC4Am/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/uSoAAOSw6YlfC4FI/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/odYAAOSwg7tfC4Fp/$_2.JPG
"
                            Bachelor apartment for rent
                        ",#N/A,"162 Huron St, Toronto, ON M5T 2B4, Canada",Apartment,1200,1,1,43.6571872,-79.3980959,1,1,1,1,1,0,0,200,0,0,96,97,75,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/KCYAAOSwi8ZfC4Mi/$_27.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/Up0AAOSw3i9fC4L~/$_2.JPG,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/-6AAAOSwpVxfC4MV/$_2.JPG
"
                            Spacious Leslieville 2 Bed-Parking, Utils, Deck Included
                        ",#N/A,"Winnifred Ave, Toronto, ON M4M 1K3, Canada",Apartment,2499,2,1,43.6613666,-79.3359208,1,1,1,1,1,1,0,799,0,0,84,80,99,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/~7EAAOSwalxfC4Ol/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDY0MA==/z/wU0AAOSweYlfC4Oe/$_2.JPG,https://i.ebayimg.com/00/s/NDI3WDY0MA==/z/58QAAOSwaexfC4Kt/$_2.JPG
"
                            Bachelor Unit for Rent for ""FEMALE""
                        ",#N/A,", toronto m3h3z5 ON, Canada",Basement,1200,1,1,43.7559992,-79.4554459,0,0,0,1,1,0,0,350,0,1,44,74,45,https://i.ebayimg.com/00/s/ODAwWDUzMw==/z/dkkAAOSwRiBfC4FI/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/U2gAAOSw03xfC4FF/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDUzMw==/z/d58AAOSwn0RfC4FL/$_2.JPG
"
                            1 BEDROOM BASEMENT APARTMENT/ 5 MIN WALK DUFFERIN STN
                        ",#N/A,", Toronto m6h3m7 ON, Canada",Basement,1650,1.5,1,43.6616599,-79.438215,1,1,1,1,1,1,0,2300,1,1,83,88,79,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/iLAAAOSwRKFfC4Eb/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/-tkAAOSw8n9fC4Ep/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/kbMAAOSwYVVfC4E0/$_2.JPG
"
                            Fully Renovated 3Br at Ellesmere and Morningside
                        ",#N/A,"80 Mornelle Court, Toronto, ON, M1E 4P8",Apartment,2395,3,1,43.7878079,-79.1974827,0,1,1,1,1,0,0,1100,0,0,29,69,33,https://i.ebayimg.com/00/s/ODU3WDEyODA=/z/kMMAAOSw-XRe4aES/$_27.JPG,https://i.ebayimg.com/00/s/ODUzWDEyODA=/z/yZQAAOSwzhle4aES/$_2.JPG,https://i.ebayimg.com/00/s/ODUwWDEyODA=/z/hTgAAOSw0~de4aER/$_2.JPG
"
                            Fully Renovated 1Br at Ellesmere and Morningside
                        ",#N/A,"80 Mornelle Court, Toronto, ON, M1E 4P8",Apartment,1795,1,1,43.7878079,-79.1974827,0,1,1,1,1,0,0,725,0,0,29,69,33,https://i.ebayimg.com/00/s/ODU3WDEyODA=/z/6bQAAOSwvpde4aEQ/$_27.JPG,https://i.ebayimg.com/00/s/ODUzWDEyODA=/z/XGsAAOSwrWZe4aEQ/$_2.JPG,https://i.ebayimg.com/00/s/ODUwWDEyODA=/z/b8sAAOSwKVhe4aEP/$_2.JPG
"
                            BEAUTIFUL 2 BD 2 BA LUXURY RENTAL IN THE HEART OF FOREST HILL!
                        ",#N/A,"310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,3195,2,2,43.6858938,-79.4145591,0,1,1,1,1,0,1,855,0,1,84,85,56,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/~2UAAOSw8ile4-Cb/$_27.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/ztgAAOSwyP5e4-Cb/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/b94AAOSw6xxe4-Cb/$_2.JPG
"
                            1 Bed + DEN! Bright Luxury Rental - 27th Floor! Amazing Views!
                        ",#N/A,"310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,2395,1.5,1,43.6858938,-79.4145591,0,1,1,1,0,0,1,620,0,1,84,85,56,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/CBIAAOSweYlfCMl6/$_27.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/vmEAAOSwUd9fCMl7/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/RpAAAOSwH4BfCMl3/$_2.JPG
"
                            Spacious & Bright Luxury Rental in the Heart Forest Hill! HUGE!
                        ",#N/A,"310 & 320 Tweedsmuir Ave, Toronto, ON, M5P 2Y2",Apartment,4200,2,2,43.6858938,-79.4145591,0,1,1,1,0,0,1,1457,0,1,84,85,56,http://img.youtube.com/vi/https://vimeo.com/428203216/abeca7a408/0.jpg,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/h9gAAOSw9uRfBMjF/$_2.JPG,https://i.ebayimg.com/00/s/NjE5WDExMDA=/z/Ri0AAOSwQE9fBMjE/$_2.JPG
"
                            FULLY RENOVATED 2 BEDROOM APARTMENT
                        ",#N/A,"123 Dunn Avenue, M6K 2R8, Toronto, ON",Apartment,2350,2,1,43.6355736,-79.4321334,0,1,1,1,1,0,0,825,0,0,66,85,58,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/KqcAAOSwTltfC38i/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/Z-wAAOSwJRtfC38r/$_2.JPG,https://i.ebayimg.com/00/s/NTY2WDgwMA==/z/fo8AAOSw0uxfC38z/$_2.JPG
"
                            One Bdrm BSTM Bathurst & King
                        ",#N/A,", Toronto M5V1G3 ON, Canada",Basement,1995,1,1,43.6421969,-79.4036555,1,1,1,1,0,0,0,900,0,1,94,95,96,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/sr0AAOSwsktfC345/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/z4kAAOSwrbVfC34-/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/01kAAOSwbOBfC35B/$_2.JPG
"
                            LARGE 2BR +den 17 KING GEORGES DR 2FL 1800SF AUG 15 available
                        ",#N/A,"17 King Georges Dr, York, ON M6M 2H1, Canada",Apartment,2200,2.5,1.5,43.6951824,-79.4768281,0,0,0,1,1,1,0,1800,0,1,34,68,43,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/kVoAAOSwAilfC33S/$_27.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/7ZkAAOSw8sJfC33X/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/ExsAAOSwYmJfC33h/$_2.JPG
"
                            Yonge and Eglinton, 63 Roehampton, Bach suite
                        ",#N/A,"63 Roehampton Avenue, Toronto, ON, M4P 1R1",Apartment,1525,1,1,43.7081182,-79.396487,0,0,1,1,0,0,0,380,0,1,96,91,70,https://i.ebayimg.com/00/s/MzM1WDUwMA==/z/hScAAOSw0~de4aD4/$_27.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/z6YAAOSwUjJe4aEA/$_2.JPG,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/~MUAAOSwOPVe4aEA/$_2.JPG
"
                            Bright & spacious main floor 2 bdrm in Hillcrest-Cedarvale
                        ",#N/A,"59 Claxton Blvd, York, ON M6C 1L9, Canada",Apartment,2300,2,1,43.6886703,-79.4244323,0,1,1,1,1,0,0,850,0,1,56,82,81,http://img.youtube.com/vi/mp3o6RGp_5w/0.jpg,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/b1AAAOSwyHFe~1Ue/$_2.JPG,https://i.ebayimg.com/00/s/NDgwWDY0MA==/z/GAoAAOSwekZe~1Un/$_2.JPG
"
                            High park 2 Bedroom Main floor Apartment for Rent
                        ",#N/A,", m6r 1e2, Toronto, ON",House,2750,2,1,43.6413813,-79.4521934,0,0,0,1,1,0,0,1300,0,0,31,78,92,https://i.ebayimg.com/00/s/ODAwWDM3MA==/z/GtgAAOSw26BfC1p9/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDM3MA==/z/IusAAOSwwI5fC1qI/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDM3MA==/z/aucAAOSw8wZfC1qQ/$_2.JPG
"
                            Renovated one bedroom St Clair West and Christie
                        ",#N/A,"143-145 Arlington Avenue, Toronto, ON, M6C 2Z3",Apartment,1900,1,1,43.681852,-79.429,0,1,1,1,0,0,0,580,0,1,87,83,82,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/hvIAAOSw5r9fCE7z/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/hL4AAOSwsUZfCE75/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/0VIAAOSw1ixfCE76/$_2.JPG
"
                            Furnished, 1 + 1 Bedroom Luxury Condo for Rent - (Yonge & Bloor)
                        ",#N/A,"825 Church St, Toronto, ON M4W 3Z4, Canada",Condo,2250,1.5,1,43.6729415,-79.386777,0,1,1,1,1,0,1,650,1,1,99,91,85,http://img.youtube.com/vi/vNc4rggFJ2A/0.jpg,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/UB4AAOSwGQNfC1rU/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/7QgAAOSwqn1fC1rd/$_2.JPG
"
                            Bayview Finch Studio Apartment $1150 （No Parking)
                        ",#N/A,"3311 Bayview Ave, North York, ON M2K 1G4, Canada",Apartment,1150,1,1,43.7913812,-79.392565,1,1,1,1,0,0,0,500,0,1,46,60,67,https://i.ebayimg.com/00/s/MTIwMFgxNjAw/z/R2QAAOSwfwdfC0We/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/ooQAAOSwVOlfC0Wg/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/JG4AAOSw4IRfC0Wh/$_2.JPG
"
                            Renovated two bedroom, Marlee and Glencairn
                        ",#N/A,"457 Marlee Avenue, Toronto, ON, M6B 3L2",Apartment,2350,2,1,43.7079671,-79.4431137,0,1,1,1,1,0,0,730,0,1,63,81,75,http://img.youtube.com/vi/O5iGA7QfEFM/0.jpg,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/TjMAAOSwZUle4Wh7/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/7n0AAOSwq0Ve4WiE/$_2.JPG
"
                            Renovated one bedroom, Bathurst and St Clair West
                        ",#N/A,"1510 Bathurst Street, Toronto, ON, M5P 3H3",Apartment,2100,1,1,43.6845369,-79.4192347,0,1,1,1,0,0,0,600,0,1,89,85,61,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/uOQAAOSwrHNe4XN2/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/swAAAOSwnAJe4XN-/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/umoAAOSwcwRe4XN-/$_2.JPG
"
                            Renovated two bedroom, Bathurst and St Clair West
                        ",#N/A,"1510 Bathurst Street, Toronto, ON, M5P 3H3",Apartment,2500,2,1,43.6845369,-79.4192347,0,1,1,1,0,0,0,730,0,1,89,85,61,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/Ww0AAOSw6~de4XN4/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/d0oAAOSw7qFe4XOB/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/QE4AAOSw87xe4XOC/$_2.JPG
"
                            Renovated two bedroom, Bathurst and St Clair West
                        ",#N/A,"1510 Bathurst Street, Toronto, ON, M5P 3H3",Apartment,2200,2,1,43.6845369,-79.4192347,0,1,1,1,0,0,0,730,0,1,89,85,61,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/Ft0AAOSwmf5e4XN1/$_27.JPG,https://i.ebayimg.com/00/s/NDAyWDYwMA==/z/PSgAAOSw7vVe4XN1/$_2.JPG,https://i.ebayimg.com/00/s/NDY1WDYwMA==/z/OgMAAOSwsype4XN1/$_2.JPG
"
                            Renovated two bedroom, Vaughan and St Clair West
                        ",#N/A,"100 Vaughan Road, Toronto, ON, M6C 2M1",Apartment,2200,2,1,43.6837971,-79.4216404,0,1,1,1,0,0,0,730,0,0,86,86,88,http://img.youtube.com/vi/MBLiR7FPmlY/0.jpg,https://i.ebayimg.com/00/s/MzAwWDUwMA==/z/foYAAOSwuH5e68nq/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMDc1/z/4eYAAOSwfA5e68nz/$_2.JPG
"
                            GET APPROVED TO RENT WITH LOW CREDIT
                        ",#N/A,", York M6B 1L1 ON, Canada",Apartment,2029,1,1,43.7018377,-79.4494682,0,1,1,1,1,1,1,718,0,1,42,79,70,,,
"
                            SEE MON.6-8pm, 230 Cosburn, 416 677-2151, Apt 306,Parking, laund
                        ",#N/A,"230 Cosburn Ave, East York, ON M4J 2M1, Canada",Apartment,1495,1,1,43.6907249,-79.3436954,1,1,1,0,0,1,0,1000,0,1,70,73,59,https://i.ebayimg.com/00/s/NjQwWDQ4MA==/z/Q50AAOSwk19fC1h4/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OQ==/z/VmsAAOSwKYtfC1go/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDM4OQ==/z/nq0AAOSwL3FfC1hV/$_2.JPG
"
                            High Park-Roncesvalles Large Main Flr August 1st
                        ",#N/A,"M6R2W2, Canada",Apartment,2800,1,1,43.6467366,-79.4539515,1,1,1,1,1,1,0,1000,0,0,34,92,82,https://i.ebayimg.com/00/s/MTEzNlg2NDA=/z/IaAAAOSw7RZfC1Zq/$_27.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/TJ0AAOSwGfZfC1Zt/$_2.JPG,https://i.ebayimg.com/00/s/MTYwMFgxMjAw/z/qPMAAOSwUy1fC1Zv/$_2.JPG
"
                            One Bedroom Walkout Basement Apartment for Rent
                        ",#N/A,"South Bonnington Avenue, M1N3M2, Toronto, ON",Basement,1350,1,1,43.7033686,-79.2604644,1,1,1,0,0,0,0,600,0,1,41,60,53,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/B1EAAOSwpUlfC1XT/$_27.JPG,https://i.ebayimg.com/00/s/NTk0WDgwMA==/z/hRwAAOSwCo9fC1Xf/$_2.JPG,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/GegAAOSw2MdfC1X0/$_2.JPG
"
                            2 Bedroom Second Floor - Bloor West Village/Runnymede & Annette
                        ",#N/A,"546 Annette St, Toronto, ON M6S 2C2, Canada",Apartment,2200,2,1,43.6600487,-79.4805717,0,0,1,0,1,1,0,900,0,0,70,76,91,https://i.ebayimg.com/00/s/NTM1WDgwMA==/z/QqYAAOSwM7tfC1Ph/$_27.JPG,https://i.ebayimg.com/00/s/NTMyWDgwMA==/z/5ZsAAOSw~ipfC1PO/$_2.JPG,https://i.ebayimg.com/00/s/NjA4WDgwMA==/z/K6sAAOSwyZFfC1QJ/$_2.JPG
"
                            Studio Apartment Yonge and Lawrence for rent $1575
                        ",#N/A,"3000 Yonge St, Toronto, ON M4N 2K5, Canada",Apartment,1575,1,1,43.7236359,-79.4024681,0,0,0,1,1,0,0,500,0,1,81,81,56,,,
"
                            157 & 165 Jameson Avenue - 1 Bedroom, 1 Bathroom for Rent
                        ",#N/A,"157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1749,1,1,43.63767,-79.43575,0,1,1,1,0,0,0,741,0,0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XagAAOSwV3Je~H30/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/R~AAAOSwavZe~H31/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/tK0AAOSwd4pe~H3w/$_2.JPG
"
                            157 & 165 Jameson Avenue - 0 Bedroom, 1 Bathroom for Rent
                        ",#N/A,"157 Jameson Avenue, Toronto, ON, M6K 2Y4",Apartment,1539,1,1,43.63767,-79.43575,0,1,1,1,0,0,0,372,0,0,87,84,84,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/y-UAAOSwUg5e~H3y/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/jL8AAOSwAX9e~H3z/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2bwAAOSw8Xpe~H3w/$_2.JPG
"
                            1 Bedroom - 1 bathroom - Pet Friendly - Davisville
                        ",#N/A,"125 Lawton Blvd, Toronto, ON, M4V 2A1",Apartment,1985,1,1,43.6944803,-79.3967948,0,1,1,0,0,0,0,606,0,0,86,83,51,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/rwEAAOSwpLle9zki/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/nSsAAOSwx09e9zko/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/visAAOSwMMxe9zki/$_2.JPG
"
                            100 Tyndall Avenue - 2 Bedroom, 1 Bathroom for Rent
                        ",#N/A,"100 Tyndall Avenue, Toronto, ON, M6K 2E2",Apartment,2539,2,1,43.63642,-79.42895,0,1,1,1,0,0,0,850,0,0,67,88,79,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/KLAAAOSw5VVe7J~f/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/XmIAAOSwD4Je7J~k/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/HxAAAOSwb9Re7J~h/$_2.JPG
"
                            1 Bedroom Apartment - East York - Renovated - Amazing Views!
                        ",#N/A,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1749,1,1,43.6880023,-79.3507422,0,1,1,1,1,0,0,466,0,0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/10cAAOSwdD9e9zeU/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/~5MAAOSwtVde9zeV/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/MSAAAOSwADZe9zeV/$_2.JPG
"
                            2 Bedroom Apartment - East York - Renovated - Amazing Views!
                        ",#N/A,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,2314,2,1,43.6880023,-79.3507422,0,1,1,1,1,0,0,739,0,0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/QRYAAOSw8Xpe4WAv/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/t98AAOSw08Fe4WAw/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/2UUAAOSwu19e4WAw/$_2.JPG
"
                            Bachelor Apartment - East York - Renovated - Amazing Views!
                        ",#N/A,"100 Gowan Avenue, Toronto, ON, M4K 2E2",Apartment,1559,1,1,43.6880023,-79.3507422,0,1,1,1,1,0,0,393,0,0,77,69,60,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/VLoAAOSwFpBe4WAs/$_27.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTA=/z/3a8AAOSwb7te4WAs/$_2.JPG,https://i.ebayimg.com/00/s/NzY4WDExNTI=/z/1rcAAOSw5Bde4WAs/$_2.JPG
"
                            Two bedroom apt close to shopping, parks, and public transport.
                        ",#N/A,", Toronto M1W 3T7 ON, Canada",Apartment,1750,2,1,43.8114899,-79.32772,1,1,1,1,1,1,0,1000,0,1,44,68,51,https://i.ebayimg.com/00/s/NjAwWDgwMA==/z/CeQAAOSwyZFfCzAm/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/OvAAAOSwMRZfCzAr/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/jhEAAOSw29NfCzAw/$_2.JPG
"
                            Bright Annex Furnished Bachelor Aug 1
                        ",#N/A,"426 Markham St, Toronto, ON M6G 2L2, Canada",Apartment,1495,1,1,43.6600881,-79.4107245,1,1,1,1,1,0,0,350,1,0,88,96,10,https://i.ebayimg.com/00/s/MzIwWDI0MA==/z/5K4AAOSwjipfCy32/$_27.JPG,https://i.ebayimg.com/00/s/MzIwWDI0MA==/z/spUAAOSwUftfCy4s/$_2.JPG,https://i.ebayimg.com/00/s/MzIwWDI0MA==/z/5VUAAOSwykdfCy5b/$_2.JPG
"
                            Luxury Upscale Furnished Condo (Yonge & College Street)
                        ",#N/A,"15 Grenville St, Toronto, ON M4Y 0B9, Canada",Apartment,2900,1.5,1,43.6618822,-79.3841302,1,1,1,1,1,0,1,600,1,1,99,94,96,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/aWQAAOSwsuNfCywS/$_27.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/BAMAAOSw1b1fCywO/$_2.JPG,https://i.ebayimg.com/00/s/NTMzWDgwMA==/z/HHsAAOSwSmxfCywW/$_2.JPG
"
                            Newly renovated one bedroom, Victoria Park and St Clair Ave E
                        ",#N/A,"612 Dawes Road, Toronto, ON, M4B 2K3",Apartment,1795,1,1,43.7073605,-79.295972,0,1,1,1,0,0,0,583,0,1,62,71,56,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/OCkAAOSwZIBfB3ND/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/RmIAAOSwcn9fB3NG/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/6ZkAAOSwL8RfB3NG/$_2.JPG
"
                            Renovated one bedroom, Victoria Park and St Clair E
                        ",#N/A,"612 Dawes Road, Toronto, ON, M4B 2K3",Apartment,1795,1,1,43.7073605,-79.295972,0,1,1,1,0,0,0,567,0,1,62,71,56,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/qnsAAOSwWbFe4WVZ/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/A1QAAOSwiE9e4WVa/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/SJcAAOSwCMBe4WVY/$_2.JPG
"
                            Renovated one bedroom, Kingston and Woodbine, Upper Beaches
                        ",#N/A,"501 Kingston Road, Toronto, ON, M4L 1V7",Apartment,1835,1,1,43.6772305,-79.3026732,0,1,1,1,1,0,0,660,0,0,69,79,65,https://i.ebayimg.com/00/s/NTE5WDc3Nw==/z/0JEAAOSwpqNe9wxG/$_27.JPG,https://i.ebayimg.com/00/s/NTE5WDc3Nw==/z/V9EAAOSwvfFe9wxG/$_2.JPG,https://i.ebayimg.com/00/s/NTE5WDc3Nw==/z/T6MAAOSw07Be9wxG/$_2.JPG
"
                            Renovated one bedroom, Kingston Rd and Woodbine, Upper Beaches
                        ",#N/A,"501 Kingston Road, Toronto, ON, M4L 1V7",Apartment,1895,1,1,43.6772305,-79.3026732,0,1,1,1,1,0,0,675,0,1,69,79,65,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/iN0AAOSwaNVe9wuX/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/5WEAAOSwZtpe9wuW/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/Y6kAAOSwtzle9wuZ/$_2.JPG
"
                            Renovated two bedroom,  Bloor and Castle Frank, Rosedale
                        ",#N/A,"36 Castle Frank Road, Toronto, ON, M4W 2Z2",Apartment,2720,2,1,43.6766132,-79.3697199,0,1,1,1,1,0,0,1050,0,1,41,91,60,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/fBoAAOSweFhe4ZLL/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/WqoAAOSwgJNe4ZLS/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/ZlMAAOSwez9e4ZLT/$_2.JPG
"
                            Renovated two bedroom, Queen East and Victoria Park, Beaches
                        ",#N/A,"3008 - 3010 Queen Street East, Toronto, ON, M1N 1A4",Apartment,2150,2,1,43.6754357,-79.2773995,0,1,1,1,0,0,0,750,0,1,59,68,35,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/ZpoAAOSwavZe4ZhH/$_27.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/SfUAAOSwKhBe4ZhH/$_2.JPG,https://i.ebayimg.com/00/s/MTA2N1gxNjAw/z/WYEAAOSwYzVe4ZhH/$_2.JPG
"
                            Hidden Gem! Brand new 1 bedroom laneway suite
                        ",#N/A,"M6H1W7, Canada",Apartment,2375,1,1,43.6674798,-79.4298621,0,1,1,0,0,0,0,550,0,1,81,82,62,https://i.ebayimg.com/00/s/ODU0WDExMjU=/z/EiIAAOSw6RNfCylu/$_27.JPG,https://i.ebayimg.com/00/s/MTEyMlgxMTI1/z/y1AAAOSwwsVfCylz/$_2.JPG,https://i.ebayimg.com/00/s/MTEwN1gxMTI1/z/pa8AAOSw~W9fCyl2/$_2.JPG
"
                            -= Available Now ! Renovated 1 bedroom apartment with parking -=
                        ",#N/A,"M1K3L4, Canada",Apartment,1450,1,1,43.7250577,-79.2551582,0,1,0,1,1,1,0,800,0,0,35,84,50,https://i.ebayimg.com/00/s/MTE5NlgxNjAw/z/eVoAAOSwcLBfCyi1/$_27.JPG,https://i.ebayimg.com/00/s/MTE5NlgxNjAw/z/cpsAAOSw6YlfCyi2/$_2.JPG,https://i.ebayimg.com/00/s/MTE5NlgxNjAw/z/n9kAAOSwLmtfCyi3/$_2.JPG
"
                            4 bedrooms apt, Harbord/Spadina
                        ",#N/A,"Huron St, Toronto, ON M5T 2B4, Canada",Apartment,3200,4,1,43.656834,-79.3978,1,1,1,1,0,0,0,750,0,1,96,97,75,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/N0UAAOSwk6RfCy4M/$_27.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/4IQAAOSwbX1fCy4N/$_2.PNG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/CvsAAOSwsJpfCy4O/$_2.PNG
"
                            Apartment for sublet
                        ",#N/A,"685 Rhodes Ave, Toronto, ON M4J 4X5, Canada",Apartment,1500,1,1,43.6816899,-79.3239458,1,1,1,1,1,0,0,700,1,1,88,81,81,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/l4kAAOSw9jtfCyXo/$_27.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Un0AAOSwfGBfCyXs/$_2.JPG,https://i.ebayimg.com/00/s/ODAwWDYwMA==/z/Wb0AAOSwqzlfCyXv/$_2.JPG
